10 43 41 86 98 79
59 61 100 57 26 48
52 62 72 10 38 65
71 56 13 79 85 23
40 57 77 96 55 77
62 64 92 26 49 43
22 31 26 56 57 82
45 95 31 53 20 88
79 64 58 93 45 40
99 50 67 96 23 55
53 40 76 72 54 46
87 75 62 48 39 43
63 39 74 39 20 40
62 36 79 49 34 79
13 71 43 95 81 88
28 21 39 85 35 96
86 82 52 93 90 46
51 36 18 98 44 65
20 83 74 78 71 51
26 37 88 14 73 45
95 67 68 97 24 93
26 18 81 37 63 67
53 56 85 72 32 91
45 57 15 100 85 41
77 92 46 43 67 79
46 34 24 27 85 85
68 60 60 77 73 25
32 22 99 33 31 36
71 17 26 44 74 23
72 46 97 46 43 25
70 49 25 30 70 99
61 68 62 74 89 31
90 93 59 71 58 73
16 62 23 73 65 73
77 10 64 77 39 97
18 48 18 93 45 36
68 93 93 25 97 64
75 51 50 94 66 61
59 61 66 68 35 91
38 76 72 82 60 92
43 11 73 94 10 17
30 10 26 34 53 78
89 41 68 16 47 30
71 17 48 21 40 35
89 67 74 99 36 10
84 18 30 23 10 65
13 38 49 94 82 21
46 20 77 88 72 34
20 55 42 65 26 15
62 98 87 48 23 72
31 16 19 62 71 17
83 37 92 82 96 44
21 77 93 32 39 58
29 51 25 45 17 36
75 77 95 84 95 33
96 65 85 51 14 64
78 76 20 17 48 96
35 15 70 34 86 28
61 90 12 42 48 42
98 94 21 47 34 45
31 58 36 48 85 100
63 96 39 42 63 58
71 42 31 96 96 85
38 11 59 31 93 16
78 16 88 16 33 60
16 80 82 68 49 54
80 85 61 54 29 48
96 65 49 54 25 40
42 84 46 84 10 76
80 97 87 18 38 50
75 48 21 54 54 15
58 44 44 61 57 19
45 38 48 72 46 67
78 16 13 70 59 19
15 77 37 47 43 54
47 72 92 19 79 44
12 28 51 64 41 80
92 70 85 47 27 30
51 73 46 57 85 16
83 10 52 21 70 13
34 93 99 56 78 54
75 23 20 97 74 81
73 88 96 49 24 86
26 74 63 40 27 50
36 41 34 55 77 100
56 60 99 16 90 15
65 36 10 36 86 79
68 90 77 54 11 89
29 97 80 89 13 23
27 76 77 28 57 41
33 56 59 82 74 81
22 66 82 17 33 41
15 41 85 81 14 17
74 33 86 18 69 95
23 53 17 73 67 13
72 73 86 41 85 45
37 63 39 90 79 19
11 78 93 69 84 23
89 47 64 40 91 30
98 32 18 87 61 15
59 41 73 36 60 59
19 82 52 25 80 98
10 57 67 83 32 34
23 35 41 100 78 36
28 10 100 52 11 29
14 40 100 44 30 69
98 56 41 87 63 10
84 89 20 80 44 62
17 56 14 92 81 51
89 64 12 83 18 32
81 76 74 21 88 34
52 100 98 72 94 49
51 95 46 93 18 30
49 90 29 46 26 82
82 27 95 13 80 21
16 28 82 71 46 92
100 36 82 27 92 53
12 85 16 29 42 47
40 50 94 38 12 19
32 50 25 43 93 58
82 45 45 46 78 40
99 47 94 16 37 69
41 98 34 16 20 62
57 57 69 33 96 78
66 89 41 22 37 91
58 72 22 76 88 37
75 65 54 34 39 53
86 81 23 75 41 19
77 43 30 41 27 85
25 30 74 43 34 79
99 50 54 67 93 37
16 23 58 60 78 18
97 55 60 18 22 73
15 66 56 12 54 11
10 85 12 44 23 26
100 70 58 52 70 56
51 59 42 39 89 87
69 71 48 28 57 72
68 47 98 50 98 72
65 62 16 71 62 95
59 41 64 67 88 96
91 66 19 41 12 69
100 41 77 25 93 74
21 28 17 72 92 25
64 80 67 42 60 56
26 67 19 43 45 64
44 79 95 70 19 35
37 98 11 23 78 79
22 10 59 12 90 83
10 30 54 65 24 73
70 93 83 11 23 10
71 89 49 61 40 82
58 63 14 39 31 45
25 20 20 35 67 29
86 90 68 96 81 79
56 67 48 16 44 13
69 31 89 56 72 34
19 22 61 56 74 17
100 28 79 99 11 81
78 17 85 79 62 19
17 86 77 80 68 53
92 93 12 93 18 43
68 79 52 87 58 89
90 79 22 17 14 26
29 49 18 90 47 43
45 99 38 51 17 55
32 12 36 100 91 81
14 11 80 52 38 84
14 83 79 79 24 100
99 21 37 27 71 79
47 31 55 25 94 76
48 15 61 69 87 77
49 80 15 63 89 16
25 65 18 80 90 22
33 49 77 90 47 57
57 80 14 75 69 86
80 59 44 98 23 26
66 97 51 64 65 22
93 84 11 94 48 22
27 43 21 90 94 32
31 51 68 75 21 19
35 94 74 13 99 98
80 100 57 98 54 14
93 83 76 28 40 75
60 71 47 57 73 32
13 30 50 21 13 20
42 34 94 16 38 13
77 80 81 63 73 38
35 29 61 10 98 79
38 91 99 83 41 83
25 59 98 63 66 41
21 90 60 23 60 48
36 43 45 44 41 75
16 62 14 83 15 40
21 90 21 82 89 61
33 85 61 64 33 17
74 84 66 87 60 68
43 45 16 60 16 71
28 23 68 70 44 47
40 19 43 62 25 74
74 97 68 38 61 28
15 33 72 21 81 59
89 30 93 76 31 17
63 27 36 39 57 33
40 17 73 59 73 34
75 62 24 29 18 50
63 90 70 32 67 59
67 49 26 42 29 26
35 81 96 31 45 78
57 75 84 63 85 87
75 12 87 35 14 56
71 97 95 15 69 36
48 74 48 22 12 15
84 31 78 60 60 60
65 89 99 11 93 56
91 90 30 88 51 73
47 59 88 24 18 79
43 56 62 63 35 100
76 39 88 33 28 49
41 70 61 42 36 22
39 63 100 64 32 19
42 27 54 73 68 76
51 61 59 56 22 25
71 24 35 36 45 98
23 77 73 71 72 53
72 90 17 66 68 73
39 94 64 93 92 82
16 32 32 23 18 33
100 89 95 71 25 83
92 99 86 24 85 77
52 39 71 56 46 91
14 93 78 14 28 13
29 38 21 66 70 12
47 58 76 96 29 87
28 58 88 93 24 100
79 56 42 36 15 97
39 33 70 18 30 54
80 91 17 10 63 70
100 50 96 17 67 86
59 71 61 75 76 93
80 85 72 55 91 95
36 26 39 65 76 53
34 100 30 19 17 90
50 89 66 86 77 50
89 77 12 17 30 14
93 52 86 80 10 17
46 14 96 24 81 51
48 42 14 54 72 50
15 52 12 67 66 33
95 15 37 62 28 15
79 35 76 38 14 77
98 47 57 21 92 49
56 29 83 46 50 65
32 57 21 92 12 56
69 24 77 44 64 85
58 32 82 81 75 26
91 54 31 94 78 24
93 52 25 36 58 14
80 36 82 51 21 71
94 82 25 17 58 64
67 28 89 76 82 14
78 89 60 93 28 12
84 35 91 40 81 61
28 43 12 13 62 83
33 65 57 82 62 38
85 93 53 78 98 93
33 43 87 81 38 86
88 59 99 49 73 10
97 92 54 37 26 11
65 27 36 47 61 12
16 100 57 18 43 57
11 89 37 10 89 29
77 80 55 62 76 28
83 17 71 30 30 93
87 91 90 93 37 12
93 32 21 30 89 20
64 72 14 62 50 35
43 56 21 53 34 12
19 20 16 81 13 53
64 26 30 84 50 17
72 58 34 18 89 29
65 30 61 75 65 56
52 54 44 80 39 72
23 84 85 92 52 33
56 14 18 17 84 41
60 83 98 97 17 36
72 90 29 83 36 21
99 96 18 23 37 34
54 63 29 50 78 78
78 12 42 85 99 86
12 68 14 62 93 40
76 67 28 24 34 81
31 70 96 81 19 37
28 42 95 100 74 19
78 43 21 71 83 24
86 84 19 79 40 28
27 30 73 34 99 99
56 64 72 55 61 93
15 13 93 25 43 95
27 96 97 15 45 24
32 84 90 17 11 29
54 97 25 31 67 27
63 97 18 30 67 43
12 100 17 18 78 37
68 26 95 74 57 52
29 14 41 75 16 35
60 51 49 48 50 14
34 43 33 38 72 53
42 76 85 34 43 15
30 61 76 91 22 97
65 66 87 20 97 83
37 17 27 73 85 17
81 62 38 34 81 24
53 70 67 67 47 75
85 84 23 47 83 81
96 37 62 83 91 50
51 85 16 45 46 69
12 93 33 100 55 99
25 16 27 48 13 56
29 42 13 44 73 55
65 86 23 97 80 74
43 55 44 97 100 11
73 11 89 20 53 62
68 96 43 88 16 54
70 15 75 100 41 15
32 82 91 57 34 62
45 20 51 82 41 83
24 72 26 83 79 40
100 39 14 58 94 54
63 53 60 100 82 67
33 67 74 54 93 26
100 49 84 23 41 87
89 46 95 55 66 93
73 18 17 35 45 89
53 62 12 11 51 39
20 45 80 76 50 70
62 33 100 25 60 73
23 96 60 53 12 60
83 99 38 34 99 32
77 38 62 87 70 67
11 55 85 21 19 69
80 60 27 99 23 97
70 24 78 83 79 59
62 80 89 44 24 63
48 22 41 72 77 20
22 11 27 11 48 90
71 26 96 15 69 56
88 11 83 49 71 33
93 99 88 51 11 19
58 28 46 52 99 96
39 22 93 43 47 35
86 39 93 79 45 70
34 55 95 96 55 13
64 67 38 24 66 40
10 81 39 22 15 46
84 97 78 97 36 27
94 49 90 29 54 41
85 13 64 21 21 25
68 15 25 71 23 86
42 28 22 23 99 99
65 88 26 91 84 69
93 51 13 34 83 34
54 29 37 11 14 11
37 60 26 33 37 97
61 62 97 24 68 21
39 90 75 88 55 18
17 44 30 57 10 77
48 24 29 46 41 56
52 11 32 68 80 89
48 15 77 53 38 28
23 19 15 74 58 20
31 81 41 93 97 23
92 56 37 17 54 77
74 90 55 90 26 45
74 58 11 65 75 30
73 40 26 74 36 79
54 30 16 38 21 31
45 10 48 25 83 54
71 74 47 21 78 67
15 97 11 49 24 83
42 79 61 45 71 11
45 33 83 36 99 95
73 75 30 80 24 32
85 63 92 16 34 39
46 63 14 75 85 13
57 72 51 49 31 87
28 57 57 62 42 52
81 81 91 30 58 56
82 95 34 28 34 23
28 70 29 65 74 23
43 63 81 63 11 86
55 48 81 84 26 32
61 33 33 94 92 87
10 58 33 77 54 75
14 53 25 96 86 19
88 35 36 99 73 85
91 27 45 13 52 93
13 14 16 90 89 13
39 86 14 59 15 45
42 92 79 90 82 10
15 36 11 31 32 56
83 31 35 10 66 44
87 59 66 58 48 69
55 95 46 75 93 96
87 20 61 60 52 32
66 45 55 38 61 91
36 86 77 59 98 66
100 22 24 94 90 58
55 28 22 66 60 70
18 74 25 83 55 45
32 15 68 64 12 56
47 60 94 66 28 94
16 100 35 11 40 20
34 27 99 92 94 86
20 43 58 41 48 79
25 85 45 56 14 97
67 57 90 74 54 15
86 88 96 52 100 18
35 39 42 98 66 34
38 45 50 26 63 42
93 56 34 35 64 13
50 71 79 36 75 20
59 53 95 88 42 17
55 42 29 96 73 68
36 29 26 14 11 66
21 43 20 23 91 65
74 62 16 47 44 19
87 52 48 55 87 45
92 78 80 95 43 64
57 40 19 41 18 77
81 81 65 83 38 84
90 67 21 16 66 44
70 29 64 74 76 74
66 30 54 11 33 20
71 63 75 38 60 82
12 79 58 38 22 98
29 94 86 29 24 90
77 25 43 20 12 37
26 61 60 79 91 26
92 78 86 30 82 20
12 40 38 67 14 40
18 28 91 56 53 69
19 48 40 64 56 43
47 49 93 32 64 25
59 17 69 13 98 23
67 45 46 19 12 33
56 88 77 46 66 77
40 18 11 28 51 19
77 15 23 48 97 40
78 44 78 82 70 51
100 95 14 98 36 29
98 72 49 71 70 23
58 33 67 28 32 47
21 96 81 98 24 81
72 86 29 19 21 33
95 94 89 55 35 55
83 43 42 67 16 87
43 81 75 98 76 88
70 63 55 69 12 41
87 68 90 35 66 94
61 81 63 53 53 36
82 76 28 62 69 12
11 98 38 79 77 32
96 94 80 47 46 58
63 45 25 21 99 62
51 35 26 99 55 42
80 10 88 29 14 88
63 62 21 62 84 10
10 16 52 54 42 87
16 69 52 17 95 13
21 81 43 73 65 47
42 45 53 82 97 38
23 88 45 99 22 39
99 29 77 44 12 80
57 91 90 82 49 22
27 23 69 77 75 83
39 84 18 61 70 50
56 52 70 34 41 63
68 81 91 40 68 42
73 40 51 57 45 40
72 64 63 15 64 71
66 70 40 78 62 89
90 83 31 58 88 20
16 98 33 91 80 66
29 18 87 40 52 45
63 39 26 47 82 83
29 69 31 92 33 91
57 98 86 18 79 93
86 36 85 38 51 49
27 74 12 11 39 50
35 72 78 83 86 23
75 61 61 55 76 91
60 73 37 52 95 42
63 37 80 31 52 75
48 57 97 70 54 23
24 91 64 77 64 87
21 46 76 66 69 99
52 38 57 26 25 70
33 37 22 19 90 68
98 92 21 80 25 68
71 72 67 86 73 43
58 33 94 94 83 56
87 54 33 74 91 50
97 17 99 67 15 96
19 69 83 16 68 25
94 30 28 29 32 43
36 100 65 100 19 25
21 76 48 36 87 85
96 56 56 74 37 20
73 97 96 45 57 41
32 64 89 15 28 51
90 92 82 21 91 90
14 54 42 15 60 43
20 85 25 80 16 23
37 28 32 50 60 41
72 48 31 81 100 73
84 23 97 76 100 98
69 100 31 94 93 58
30 17 58 40 20 43
31 23 62 98 26 61
77 33 68 43 28 37
66 83 94 17 76 71
86 54 81 94 14 37
57 17 42 28 21 47
25 63 24 46 52 100
20 72 81 24 63 78
72 60 53 60 13 41
21 88 44 99 48 52
40 22 46 36 50 20
98 95 46 74 18 44
57 75 56 60 67 11
88 67 63 55 23 17
68 64 48 48 66 77
97 85 35 72 88 78
94 55 62 53 85 85
57 82 59 73 96 16
46 65 36 31 25 76
48 96 45 21 72 12
56 17 45 55 52 91
22 28 83 56 64 13
33 94 69 61 51 70
42 43 56 71 54 41
43 55 14 30 84 51
58 41 92 46 96 13
38 64 51 60 88 44
41 71 53 74 32 84
33 60 33 41 90 98
30 53 19 19 29 16
12 72 32 50 63 14
23 57 97 23 57 14
78 73 45 16 73 66
45 14 19 13 69 83
75 24 91 66 100 77
15 46 91 92 18 83
51 87 79 39 84 29
62 39 41 30 25 64
45 73 54 19 37 94
99 13 78 79 43 23
59 34 32 26 45 14
52 89 71 76 52 31
27 83 36 76 80 28
46 91 60 23 49 46
34 91 74 81 60 17
73 71 87 48 88 100
14 61 13 42 70 64
70 75 79 81 51 79
64 40 17 75 69 45
79 52 64 33 42 82
57 24 14 93 97 88
33 55 54 11 77 76
89 20 48 51 51 75
29 69 58 32 84 61
93 83 74 19 64 80
20 42 82 32 82 21
84 88 49 85 71 68
30 95 67 38 66 70
83 82 67 88 44 60
50 64 20 52 56 79
97 83 64 86 28 51
24 89 65 44 98 63
55 87 59 19 41 21
41 80 52 12 69 54
27 55 21 79 22 76
50 46 29 21 74 43
96 91 77 50 53 43
28 32 26 10 65 17
78 30 72 90 54 18
45 28 18 41 37 14
61 97 49 89 37 74
77 52 77 98 78 77
42 86 84 100 16 43
84 27 91 79 41 63
79 35 64 21 66 27
30 19 57 59 76 57
62 94 26 24 64 75
68 63 98 38 22 66
59 33 18 28 51 26
18 93 95 42 47 56
32 75 18 17 99 90
10 75 66 86 66 76
41 79 75 92 68 89
64 63 94 52 64 82
56 82 62 83 53 60
27 40 71 32 60 27
18 94 46 11 79 70
64 93 25 35 37 96
12 90 79 29 44 13
68 38 18 95 60 79
99 33 68 64 80 66
26 52 40 30 61 45
41 33 29 41 62 40
38 78 40 45 89 84
11 62 64 95 75 40
55 87 26 21 68 73
57 39 80 63 89 65
78 41 77 32 20 54
49 72 26 60 25 43
92 80 72 82 42 48
72 86 38 41 68 23
11 84 81 23 35 70
97 67 59 49 11 96
75 57 74 22 55 11
66 81 21 60 60 24
11 97 96 82 81 92
17 31 28 51 68 42
68 86 75 51 82 84
94 100 10 86 56 49
90 22 16 23 54 90
54 10 48 84 29 90
91 59 97 36 16 47
57 49 28 68 38 55
35 67 38 39 98 67
98 22 95 15 58 68
95 95 35 91 11 48
86 35 23 19 62 22
69 43 46 52 90 63
16 27 92 26 82 79
46 51 69 85 38 33
88 31 21 21 59 35
40 94 61 83 57 80
95 78 36 61 91 91
29 73 18 64 78 58
85 87 36 63 17 28
66 23 79 98 40 18
41 32 44 60 62 96
68 32 25 87 71 63
19 27 52 13 97 91
43 90 54 27 22 67
93 34 16 68 85 18
79 27 62 11 76 27
84 52 17 52 19 86
30 56 10 81 34 56
100 93 27 69 14 71
74 52 34 30 92 84
79 12 45 40 89 48
95 15 80 96 66 10
23 83 21 79 86 30
59 55 18 19 40 13
15 65 23 11 41 80
75 75 92 94 18 89
27 78 33 37 78 87
10 76 26 31 17 54
19 23 25 41 88 42
53 40 24 40 19 59
40 82 31 62 67 32
39 96 83 40 40 45
95 95 21 64 67 70
88 84 18 47 26 66
77 82 60 32 31 96
84 33 56 68 90 54
96 12 48 56 21 81
48 68 95 88 11 57
48 79 24 30 87 44
91 95 92 92 36 43
22 26 83 33 65 68
39 79 37 12 15 24
81 58 21 28 94 95
58 56 19 42 67 68
16 52 45 43 42 77
87 36 99 77 65 88
74 98 63 81 19 88
60 60 62 24 36 98
82 99 18 17 62 92
52 65 69 98 85 39
85 42 76 97 48 59
98 65 78 85 91 72
79 62 83 65 92 58
50 75 83 81 89 32
58 58 34 24 64 98
95 10 25 36 72 10
54 32 31 50 37 33
21 28 41 83 20 18
29 49 95 64 33 98
44 84 52 98 73 69
17 48 54 57 50 97
88 15 75 32 32 34
42 83 17 55 37 12
77 15 47 62 49 63
94 14 12 85 35 60
65 44 32 54 84 76
18 33 25 21 85 98
26 82 37 64 72 18
22 73 62 54 23 37
56 26 70 24 89 63
30 15 77 30 83 28
51 100 94 10 33 46
36 81 29 48 41 40
26 55 85 80 60 81
50 39 11 90 90 14
66 37 27 54 72 37
12 40 50 29 66 91
12 74 80 59 67 97
20 66 21 82 14 34
29 66 28 26 51 16
70 38 27 61 68 81
24 57 12 39 99 87
93 19 43 25 59 73
35 23 18 19 52 13
95 75 90 38 50 31
13 55 78 69 21 36
31 40 64 60 73 67
43 40 74 30 70 87
83 33 84 16 32 20
38 14 86 72 58 83
65 80 43 30 52 68
32 40 39 15 64 99
23 44 56 52 13 92
35 20 16 34 45 44
84 19 63 36 53 19
41 40 38 17 77 41
97 50 17 99 10 24
38 91 47 26 86 26
74 86 66 87 82 38
43 11 75 51 85 48
16 54 74 50 60 90
16 12 11 85 39 55
24 76 79 78 44 33
64 98 35 72 70 18
14 55 43 66 56 48
78 18 64 93 74 72
98 72 41 17 16 77
94 43 66 59 92 14
20 50 36 83 32 58
87 44 80 31 15 74
17 66 36 36 90 80
12 27 100 12 75 83
15 42 20 70 49 26
25 63 63 16 88 72
67 93 100 64 28 30
73 99 17 35 29 91
33 50 45 53 22 65
100 65 85 13 83 69
29 70 23 75 15 90
35 24 52 50 44 31
16 83 53 24 53 39
96 59 16 96 13 96
12 77 69 78 74 88
41 10 66 47 41 64
90 86 34 21 21 68
41 19 72 67 64 10
39 92 64 69 61 32
36 52 92 63 92 79
90 49 28 14 29 83
72 79 54 96 74 66
75 98 46 99 45 62
75 62 34 63 79 68
71 83 49 81 35 92
97 79 63 31 90 36
10 43 60 11 73 87
89 82 32 45 73 17
57 66 63 51 27 12
71 10 88 15 44 100
56 98 78 11 24 47
95 71 95 21 52 50
17 96 57 30 89 81
71 90 87 89 44 36
73 73 79 38 95 92
53 44 37 93 52 76
86 59 59 86 27 84
65 12 77 57 81 71
100 90 73 96 15 46
74 95 22 88 78 31
60 29 58 13 50 14
67 71 29 31 35 78
67 20 40 30 25 25
65 82 65 34 71 54
66 79 51 38 91 92
22 100 54 54 12 64
22 57 44 29 15 87
60 56 56 38 33 62
69 41 33 97 90 73
99 52 72 67 32 72
10 95 98 87 94 55
65 68 53 36 76 12
29 91 30 23 73 62
97 34 48 53 47 62
54 81 49 39 75 28
92 55 47 88 95 98
10 14 51 44 100 79
24 76 12 34 90 69
70 28 49 60 87 60
91 41 80 26 34 48
75 19 90 64 54 97
22 68 62 87 43 72
78 14 35 11 99 74
68 83 11 99 41 22
17 90 83 11 15 69
98 72 48 41 35 62
21 57 51 81 58 18
67 31 10 96 83 44
83 67 61 34 76 80
100 38 76 14 94 49
31 40 33 16 16 84
88 29 87 31 45 79
63 17 82 98 63 77
37 46 66 100 50 76
